name	LROB1	CCIR1	MVUL	EAND	PECH	CMAT	NNAJ	LEYZ1	LIOC1	COCO1	WPIG	HNIP	HMED1	SBEN	TMUC1	CTEL	NROB1	LLON	PMAX	SNUD1	HCAR1	OXIA1	AVIR1	SYGR1	HINV1	PMEY1	AUJA1	PHRE1	PVOL1	ECRY	HMAN	TSTR1	PELO1	OFUS	MPIT1	MMIN1	RAND1
HOG00081760_70	LROB1.DN21540_c0_g1_i1.p1	CCIR1.DN46594_c0_g1_i1.p1, CCIR1.DN28218_c0_g1_i1.p1	-	-	PECH.PE_Scaf8814_1.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HCAR1.DN4528_c0_g2_i3.p1	-	-	-	HINV1.DN38421_c0_g1_i1.p1	-	-	PHRE1.DN30130_c0_g1_i1.p1	-	-	-	-	-	-	-	MMIN1.DN14323_c0_g1_i2.p1	-
HOG00062812_68	-	-	-	-	-	CMAT.FUN_012415	NNAJ.FUN_033207, NNAJ.FUN_018604	-	-	-	-	-	-	SBEN.Sbene_G10181	TMUC1.DN77748_c0_g3_i1.p1	-	-	-	-	-	-	OXIA1.DN57694_c0_g1_i1.p1	-	-	HINV1.DN30501_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00089239_71	LROB1.DN9090_c0_g2_i5.p1	-	MVUL.evm.TU.MV006011950	-	PECH.PE_Scaf533_0.5	CMAT.FUN_016226	-	-	LIOC1.DN10874_c0_g4_i1.p1	-	-	-	-	-	TMUC1.DN3309_c0_g1_i4.p1	-	NROB1.DN27539_c1_g1_i7.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MPIT1.DN17437_c0_g1_i6.p1	-	-
HOG00045508_64	-	-	-	-	-	-	-	-	-	COCO1.DN29474_c0_g1_i3.p1, COCO1.DN20198_c1_g1_i5.p2, COCO1.DN4731_c3_g1_i1.p1	-	-	HMED1.DN12673_c0_g1_i13.p2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00049090_65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN22062_c0_g1_i1.p1, TMUC1.DN6134_c0_g1_i2.p1	CTEL.gene-CAPTEDRAFT_219460	NROB1.DN3413_c1_g1_i1.p1, NROB1.DN2607_c0_g1_i3.p1	-	-	-	-	-	-	-	HINV1.DN958_c0_g1_i17.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN1771_c0_g2_i2.p1
HOG00095363_72	LROB1.DN19162_c0_g1_i5.p1	CCIR1.DN5390_c0_g1_i4.p1	-	-	PECH.PE_Scaf10005_6.4	-	-	-	-	COCO1.DN8620_c0_g1_i1.p1	-	-	-	SBEN.Sbene_G17665	TMUC1.DN888_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_156468	-	-	PMAX.gene-LOC117344591	-	-	-	-	-	-	PMEY1.DN11002_c0_g6_i1.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS1485	MPIT1.DN25236_c0_g2_i1.p1	-	-
HOG00074510_69	-	-	MVUL.evm.TU.MV006003980	-	-	-	-	-	-	COCO1.DN12042_c0_g1_i7.p1	-	-	-	-	TMUC1.DN5696_c0_g1_i3.p1	CTEL.gene-CAPTEDRAFT_224131	NROB1.DN10866_c0_g1_i1.p1	-	-	SNUD1.DN14701_c0_g1_i1.p1	HCAR1.DN180287_c0_g1_i1.p1	-	-	SYGR1.DN29424_c0_g1_i1.p1	HINV1.DN9739_c0_g1_i1.p1	-	AUJA1.DN1392_c0_g3_i2.p1, AUJA1.DN1392_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-
HOG00047162_64	-	-	-	-	-	-	NNAJ.FUN_005507	-	-	-	-	-	-	-	-	-	NROB1.DN15392_c0_g1_i2.p1, NROB1.DN11975_c0_g4_i1.p1, NROB1.DN15392_c0_g2_i1.p1	-	-	-	-	-	-	-	HINV1.DN13022_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN21687_c0_g4_i1.p1, RAND1.DN4940_c0_g1_i3.p1
HOG00046404_64	-	-	-	-	-	-	-	-	-	COCO1.DN9283_c0_g2_i4.p2, COCO1.DN11162_c0_g1_i5.p1, COCO1.DN9283_c0_g1_i1.p1	-	-	HMED1.DN30026_c3_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00099013_72	-	-	-	-	PECH.PE_Scaf5589_0.1, PECH.PE_Scaf9017_0.1, PECH.PE_Scaf9942_0.1	-	NNAJ.FUN_044931	-	-	COCO1.DN39856_c0_g1_i4.p2	-	-	HMED1.DN38796_c2_g1_i6.p1, HMED1.DN13421_c0_g1_i5.p1	-	-	-	-	-	PMAX.gene-LOC117343553	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00044967_64	-	-	MVUL.evm.TU.MV001032660	-	-	-	-	-	-	COCO1.DN8916_c0_g2_i2.p1	-	-	-	-	-	-	NROB1.DN25_c0_g3_i1.p1	-	-	-	-	-	-	-	-	-	-	PHRE1.DN7730_c0_g1_i7.p1	-	-	-	-	-	-	-	-	-
HOG00048098_64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN21037_c0_g1_i1.p2	-	-	-	-	-	-	-	-	-	-	-	PVOL1.DN66251_c0_g1_i1.p1, PVOL1.DN65929_c0_g1_i1.p1	-	-	TSTR1.DN57989_c0_g1_i1.p1, TSTR1.DN51171_c0_g1_i2.p1	-	-	-	-	-
HOG00086086_71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN16760_c1_g1_i2.p1	CTEL.gene-CAPTEDRAFT_107817	NROB1.DN31707_c0_g2_i1.p1, NROB1.DN25154_c0_g1_i1.p1	-	-	-	-	-	-	SYGR1.DN34153_c0_g1_i1.p1	-	-	-	-	PVOL1.DN29801_c0_g1_i1.p1	-	-	-	PELO1.DN15790_c0_g1_i1.p1	OFUS.gene-OFUS_LOCUS18549	MPIT1.DN81133_c0_g1_i1.p1	MMIN1.DN85281_c0_g2_i1.p1	-
HOG00044421_64	-	-	-	-	-	-	-	-	-	COCO1.DN36068_c0_g2_i4.p1	-	-	-	-	-	-	NROB1.DN11966_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN3121_c3_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN27301_c0_g7_i1.p1
HOG00066084_68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN27379_c0_g2_i1.p1	-	-	-	-	-	AVIR1.DN87153_c0_g1_i1.p1	-	HINV1.DN8937_c0_g1_i2.p1, HINV1.DN15916_c0_g1_i3.p1, HINV1.DN15278_c0_g1_i1.p1, HINV1.DN43251_c0_g1_i1.p1, HINV1.DN33987_c0_g1_i1.p1	PMEY1.DN16786_c0_g3_i1.p1	-	-	-	-	-	-	-	-	-	-	-
HOG00082452_70	LROB1.DN22471_c0_g5_i1.p1, LROB1.DN21637_c0_g2_i1.p1, LROB1.DN6314_c0_g3_i3.p1, LROB1.DN1653_c0_g5_i1.p1, LROB1.DN7561_c0_g1_i6.p1, LROB1.DN1573_c0_g2_i1.p1	CCIR1.DN27825_c1_g3_i1.p1, CCIR1.DN27825_c1_g1_i4.p1	-	-	-	-	-	-	-	COCO1.DN81677_c0_g1_i2.p1, COCO1.DN51012_c0_g1_i7.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_220601	NROB1.DN3463_c0_g1_i2.p1, NROB1.DN6540_c0_g1_i1.p1	-	-	-	-	-	AVIR1.DN3110_c2_g1_i2.p1, AVIR1.DN97750_c0_g1_i1.p1	-	HINV1.DN42866_c0_g1_i1.p1, HINV1.DN13115_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	MMIN1.DN3548_c0_g2_i1.p1	RAND1.DN6359_c0_g1_i2.p1, RAND1.DN57993_c0_g1_i1.p1, RAND1.DN8980_c0_g1_i2.p1, RAND1.DN8625_c0_g1_i5.p1, RAND1.DN4460_c0_g3_i3.p1
HOG00093314_71	-	-	-	-	-	-	-	LEYZ1.DN2686_c1_g1_i6.p1	-	COCO1.DN15188_c0_g1_i2.p1, COCO1.DN21738_c0_g1_i10.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_214362, CTEL.gene-CAPTEDRAFT_207227, CTEL.gene-CAPTEDRAFT_219582	NROB1.DN21976_c0_g1_i1.p1	-	-	SNUD1.DN7415_c0_g1_i6.p1, SNUD1.DN122422_c0_g1_i1.p1, SNUD1.DN18224_c0_g1_i2.p1	HCAR1.DN36978_c1_g2_i1.p1, HCAR1.DN28303_c0_g1_i1.p1	-	-	-	HINV1.DN2683_c0_g2_i1.p1	PMEY1.DN5340_c0_g1_i2.p1, PMEY1.DN5429_c0_g1_i3.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS24306	-	-	-
HOG00102859_73	-	-	-	-	-	-	-	LEYZ1.DN2720_c0_g1_i15.p1	LIOC1.DN3763_c0_g1_i2.p1	COCO1.DN2567_c0_g1_i9.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_148469	NROB1.DN5663_c0_g1_i5.p1	LLON.gene_ENSLLNG00015019845	PMAX.gene-LOC117327972	SNUD1.DN10453_c1_g1_i3.p1	HCAR1.DN81745_c1_g1_i5.p1	OXIA1.DN2447_c2_g1_i2.p1	AVIR1.DN1309_c0_g1_i9.p1	SYGR1.DN6565_c0_g1_i5.p1	HINV1.DN42740_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS22711	-	MMIN1.DN9990_c0_g1_i7.p1	RAND1.DN6502_c1_g1_i1.p1
HOG00045550_64	-	-	-	-	-	-	-	-	-	COCO1.DN11340_c1_g1_i3.p1, COCO1.DN13418_c0_g1_i3.p1, COCO1.DN17263_c0_g1_i10.p1, COCO1.DN20410_c0_g1_i6.p1, COCO1.DN44844_c0_g1_i3.p1	-	-	HMED1.DN25609_c0_g4_i1.p1, HMED1.DN25609_c0_g2_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00048443_65	-	-	-	-	-	-	-	-	-	COCO1.DN8532_c0_g1_i16.p1	-	-	HMED1.DN10383_c0_g1_i3.p1	-	TMUC1.DN12218_c0_g1_i4.p1	CTEL.gene-CAPTEDRAFT_226121	NROB1.DN4954_c0_g1_i9.p1	-	-	-	-	-	-	-	HINV1.DN5604_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00075055_69	LROB1.DN3045_c0_g1_i4.p1	CCIR1.DN34203_c2_g1_i1.p1	-	-	-	-	-	-	LIOC1.DN4300_c0_g1_i19.p1	-	-	-	-	-	-	-	NROB1.DN31536_c0_g2_i1.p1	-	-	SNUD1.DN23425_c0_g1_i3.p1	HCAR1.DN16482_c0_g4_i1.p1	-	-	SYGR1.DN10041_c0_g1_i1.p1	-	-	AUJA1.DN25191_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-
HOG00047242_64	-	-	MVUL.evm.TU.MV018005700	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN17882_c0_g3_i1.p1	-	-	-	-	-	-	-	HINV1.DN51290_c0_g1_i1.p1, HINV1.DN10058_c0_g4_i2.p1	-	AUJA1.DN38495_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-
HOG00048961_65	-	-	MVUL.evm.TU.MV035002540	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN18629_c0_g1_i2.p1	-	NROB1.DN11781_c0_g1_i2.p1, NROB1.DN4288_c0_g1_i7.p1, NROB1.DN1010_c0_g1_i4.p1, NROB1.DN10492_c0_g1_i1.p1, NROB1.DN15517_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN7024_c1_g1_i1.p1, HINV1.DN695_c0_g1_i1.p1	-	-	PHRE1.DN43611_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-
HOG00097436_72	LROB1.DN12428_c0_g3_i4.p1	CCIR1.DN10475_c0_g1_i2.p1	-	-	-	-	-	LEYZ1.DN10504_c0_g1_i1.p1	LIOC1.DN4937_c0_g1_i1.p1	COCO1.DN2828_c0_g1_i1.p1	-	-	-	-	TMUC1.DN7788_c0_g1_i1.p1	-	-	-	PMAX.gene-LOC117330604	SNUD1.DN20637_c0_g1_i4.p1	-	OXIA1.DN10236_c0_g1_i1.p1	AVIR1.DN16577_c1_g2_i2.p1	SYGR1.DN60889_c0_g1_i8.p1	-	-	AUJA1.DN2341_c0_g3_i2.p1, AUJA1.DN2341_c0_g1_i6.p1	-	-	-	-	-	-	-	-	MMIN1.DN16612_c0_g1_i10.p1	-
HOG00075933_69	-	-	-	-	-	-	-	-	-	COCO1.DN91209_c0_g1_i1.p1	-	-	-	-	TMUC1.DN13228_c0_g2_i1.p1	CTEL.gene-CAPTEDRAFT_192536, CTEL.gene-CAPTEDRAFT_188875	-	-	-	SNUD1.DN21219_c0_g1_i1.p1	-	-	-	-	HINV1.DN36032_c0_g1_i1.p1	-	-	-	-	-	-	TSTR1.DN57848_c0_g1_i1.p2	-	-	-	-	-
HOG00045659_64	-	-	-	-	-	-	-	-	-	COCO1.DN735_c0_g1_i2.p1, COCO1.DN3657_c3_g1_i9.p1, COCO1.DN739_c4_g1_i32.p1	-	-	HMED1.DN34960_c0_g1_i5.p1	-	-	-	NROB1.DN17998_c0_g1_i1.p1, NROB1.DN19717_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00104669_73	-	CCIR1.DN364_c0_g1_i27.p1	-	-	PECH.PE_Scaf6459_2.10	-	-	LEYZ1.DN8209_c0_g1_i4.p1, LEYZ1.DN17252_c0_g1_i4.p1	LIOC1.DN279_c0_g1_i1.p1	COCO1.DN2223_c0_g1_i2.p1	-	-	HMED1.DN9_c0_g1_i1.p1	SBEN.Sbene_G17029	TMUC1.DN542_c0_g2_i6.p1	CTEL.gene-CAPTEDRAFT_225103, CTEL.gene-CAPTEDRAFT_171223, CTEL.gene-CAPTEDRAFT_155040	NROB1.DN1060_c0_g1_i6.p1	LLON.gene_ENSLLNG00015001872	PMAX.gene-LOC117334420	SNUD1.DN685_c0_g1_i4.p1	HCAR1.DN20835_c0_g1_i2.p1	OXIA1.DN50_c1_g1_i5.p1	AVIR1.DN3311_c0_g1_i1.p1	SYGR1.DN422_c0_g1_i9.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS7941	-	-	-
HOG00107709_73	LROB1.DN16957_c0_g1_i3.p1	CCIR1.DN12789_c0_g1_i1.p1	-	-	PECH.PE_Scaf4817_4.4	-	-	-	-	COCO1.DN35155_c0_g1_i10.p1	-	-	HMED1.DN57780_c0_g1_i1.p1	-	TMUC1.DN25172_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_172959, CTEL.gene-CAPTEDRAFT_157108, CTEL.gene-CAPTEDRAFT_61565	NROB1.DN11903_c0_g1_i2.p1, NROB1.DN9685_c0_g1_i1.p1	LLON.gene_ENSLLNG00015015167	-	SNUD1.DN11326_c0_g1_i16.p1	HCAR1.DN4486_c0_g1_i6.p1	-	AVIR1.DN106971_c0_g1_i1.p1	SYGR1.DN44322_c1_g2_i3.p1	HINV1.DN17994_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS16520	-	MMIN1.DN16423_c0_g1_i3.p2	-
HOG00044372_64	-	-	-	-	-	-	-	-	-	COCO1.DN15613_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PELO1.DN45036_c0_g1_i1.p1	-	-	-	RAND1.DN32871_c1_g1_i1.p1, RAND1.DN33464_c0_g1_i1.p1
HOG00048734_65	-	-	-	-	-	-	-	-	-	COCO1.DN4376_c1_g1_i8.p1, COCO1.DN44573_c0_g1_i2.p1, COCO1.DN21483_c0_g2_i1.p1	-	-	-	-	TMUC1.DN78164_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PELO1.DN52622_c0_g1_i1.p1	-	-	-	-
HOG00053795_66	-	-	-	-	-	-	-	-	-	COCO1.DN179091_c0_g1_i1.p1	-	-	-	SBEN.Sbene_G09739	-	-	-	-	-	-	-	-	-	-	-	PMEY1.DN3566_c0_g1_i3.p1, PMEY1.DN4625_c0_g1_i12.p1	-	-	-	-	-	-	-	-	-	-	RAND1.DN17873_c0_g1_i4.p1
HOG00048538_65	-	-	-	-	-	-	-	-	-	COCO1.DN674_c2_g1_i1.p1, COCO1.DN13377_c0_g1_i11.p1	-	-	HMED1.DN133204_c0_g1_i1.p1, HMED1.DN26504_c0_g1_i1.p1	-	TMUC1.DN15995_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN4420_c0_g1_i1.p1
HOG00046130_64	-	-	-	-	-	-	-	-	-	COCO1.DN64712_c0_g2_i2.p1, COCO1.DN42586_c0_g1_i1.p1, COCO1.DN32183_c0_g2_i3.p1, COCO1.DN24444_c0_g1_i2.p1, COCO1.DN49727_c0_g1_i1.p1, COCO1.DN32990_c0_g1_i1.p1, COCO1.DN87541_c5_g1_i2.p1, COCO1.DN52624_c0_g1_i1.p1, COCO1.DN8786_c0_g2_i4.p1	-	-	HMED1.DN21541_c0_g1_i5.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00055820_67	LROB1.DN9157_c0_g2_i22.p1	CCIR1.DN21012_c0_g1_i1.p1, CCIR1.DN24366_c0_g1_i1.p1, CCIR1.DN2822_c0_g1_i13.p1, CCIR1.DN7285_c0_g1_i3.p1, CCIR1.DN7581_c0_g1_i2.p1	-	-	-	-	-	-	-	COCO1.DN14155_c0_g1_i4.p1, COCO1.DN420_c0_g1_i7.p1, COCO1.DN674_c0_g2_i1.p1, COCO1.DN13477_c5_g1_i1.p1, COCO1.DN2496_c0_g1_i10.p1, COCO1.DN1282_c0_g1_i11.p1	-	-	HMED1.DN67560_c0_g1_i1.p1	SBEN.Sbene_G02851	TMUC1.DN22185_c0_g2_i2.p1, TMUC1.DN11329_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00104665_73	LROB1.DN9937_c0_g1_i9.p1	CCIR1.DN8532_c1_g1_i1.p1	-	-	PECH.PE_Scaf9055_0.8	-	-	LEYZ1.DN7388_c0_g1_i6.p1	-	-	-	-	-	SBEN.Sbene_G16303	TMUC1.DN10835_c0_g1_i11.p1	CTEL.gene-CAPTEDRAFT_223305	NROB1.DN3353_c1_g1_i5.p1	LLON.gene_ENSLLNG00015000008	PMAX.gene-LOC117342489	SNUD1.DN9571_c0_g3_i1.p1	HCAR1.DN17128_c0_g1_i2.p1	-	-	SYGR1.DN34033_c0_g1_i6.p1	HINV1.DN7132_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS7384	-	-	RAND1.DN27590_c0_g1_i3.p1
HOG00047965_64	-	-	-	-	-	-	NNAJ.FUN_026931	-	-	-	-	-	-	-	-	-	NROB1.DN20616_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	PHRE1.DN35746_c0_g1_i1.p1, PHRE1.DN10134_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-
HOG00098410_72	-	-	-	-	-	-	-	-	-	-	-	-	HMED1.DN98559_c0_g1_i1.p1	SBEN.Sbene_G20276	-	-	NROB1.DN3446_c0_g1_i6.p1, NROB1.DN4339_c0_g1_i42.p1, NROB1.DN10425_c0_g1_i1.p1, NROB1.DN416_c0_g1_i2.p1, NROB1.DN8339_c0_g1_i2.p1, NROB1.DN3876_c0_g1_i2.p1, NROB1.DN20307_c0_g1_i1.p1, NROB1.DN3558_c0_g1_i1.p1, NROB1.DN2157_c0_g1_i1.p1, NROB1.DN3733_c0_g1_i1.p1	-	PMAX.gene-LOC117342271, PMAX.gene-LOC117323269	-	-	-	-	SYGR1.DN23342_c0_g1_i1.p1	HINV1.DN4291_c0_g1_i2.p1, HINV1.DN36299_c0_g1_i2.p1, HINV1.DN43311_c0_g1_i1.p1, HINV1.DN3919_c0_g1_i4.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00104651_73	-	-	MVUL.evm.TU.MV040007320	-	-	-	NNAJ.FUN_003289	-	-	COCO1.DN46188_c0_g1_i7.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_92723	-	LLON.gene_ENSLLNG00015002987	PMAX.gene-LOC117325036	-	HCAR1.DN8934_c0_g1_i7.p1	-	-	-	HINV1.DN6640_c0_g1_i2.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS1496	-	-	-
HOG00086825_71	-	-	-	-	-	-	-	-	LIOC1.DN36421_c0_g1_i1.p1	-	-	-	-	-	-	-	NROB1.DN30020_c0_g1_i2.p1, NROB1.DN12561_c1_g1_i1.p1	-	-	SNUD1.DN26143_c0_g1_i1.p1, SNUD1.DN7998_c1_g1_i2.p1, SNUD1.DN7998_c1_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MPIT1.DN48055_c0_g1_i1.p1, MPIT1.DN78060_c0_g1_i1.p1	-	RAND1.DN28263_c0_g5_i1.p1
HOG00080232_70	LROB1.DN1539_c0_g3_i6.p1	CCIR1.DN1789_c0_g1_i3.p1	-	-	PECH.PE_Scaf10982_2.2	-	-	-	LIOC1.DN4028_c0_g1_i5.p1	-	-	-	-	-	TMUC1.DN4185_c0_g1_i5.p1	CTEL.gene-CAPTEDRAFT_205547	-	-	-	SNUD1.DN4085_c0_g1_i12.p1	HCAR1.DN29877_c0_g1_i3.p1	OXIA1.DN4393_c0_g1_i1.p1	-	SYGR1.DN15961_c0_g1_i3.p1	HINV1.DN5765_c0_g2_i1.p1	-	-	-	PVOL1.DN4816_c0_g1_i4.p1	-	-	-	-	-	-	MMIN1.DN2248_c2_g1_i12.p1	RAND1.DN8614_c0_g3_i2.p1
HOG00046283_64	-	-	-	-	-	-	-	-	-	COCO1.DN29663_c1_g1_i3.p1, COCO1.DN8024_c0_g1_i7.p1	-	-	HMED1.DN61939_c0_g1_i1.p1	-	-	-	NROB1.DN31625_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00103823_73	-	-	-	-	PECH.PE_Scaf8409_1.4	CMAT.FUN_013073	NNAJ.FUN_017601	-	-	COCO1.DN4585_c0_g1_i5.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_228664	NROB1.DN4385_c0_g1_i6.p1	LLON.gene_ENSLLNG00015020962	PMAX.gene-LOC117331905	SNUD1.DN9107_c0_g2_i2.p1	-	OXIA1.DN6748_c0_g1_i3.p1	AVIR1.DN1085_c0_g2_i1.p1	-	HINV1.DN7610_c0_g1_i6.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS10526	-	-	-
HOG00045224_64	-	-	-	-	-	-	-	-	-	COCO1.DN23085_c0_g1_i1.p1, COCO1.DN31576_c0_g1_i1.p1, COCO1.DN70584_c0_g1_i12.p1, COCO1.DN12333_c1_g1_i1.p1	-	-	HMED1.DN144550_c0_g1_i1.p2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PVOL1.DN20659_c0_g2_i1.p1	-	-	-	-	-	-	-	-
HOG00046648_64	-	-	MVUL.evm.TU.MV020009130	-	-	-	-	-	-	COCO1.DN26609_c0_g1_i9.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PELO1.DN2605_c1_g1_i3.p1, PELO1.DN13175_c0_g6_i1.p1	-	-	-	-
HOG00082725_70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_147775	-	-	-	-	-	-	AVIR1.DN76850_c0_g1_i1.p1, AVIR1.DN49703_c0_g1_i1.p1	SYGR1.DN105054_c0_g1_i1.p1	HINV1.DN13653_c2_g1_i4.p1, HINV1.DN43757_c0_g1_i1.p1	-	AUJA1.DN8489_c1_g1_i1.p1	-	-	ECRY.ECRY_008846	-	-	-	-	-	MMIN1.DN20479_c0_g2_i2.p1	-
HOG00093427_71	-	CCIR1.DN27916_c0_g1_i1.p1	MVUL.evm.TU.MV005014410	-	-	-	-	-	LIOC1.DN23082_c0_g1_i2.p1	COCO1.DN29560_c1_g2_i2.p1	-	-	-	SBEN.Sbene_G17849	-	CTEL.gene-CAPTEDRAFT_191217	-	-	-	SNUD1.DN3976_c0_g2_i1.p1	-	OXIA1.DN10608_c2_g2_i1.p1, OXIA1.DN15403_c0_g2_i1.p1	AVIR1.DN8343_c0_g1_i2.p1	SYGR1.DN12830_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS2454, OFUS.gene-OFUS_LOCUS18676	-	-	-
HOG00062335_68	-	CCIR1.DN33582_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN16796_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_172265	NROB1.DN7152_c0_g1_i3.p1	-	-	-	-	OXIA1.DN7296_c0_g1_i1.p1	AVIR1.DN81709_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN6862_c0_g3_i1.p1
HOG00101736_73	-	CCIR1.DN19195_c1_g1_i11.p1	-	EAND.evm.TU.Chr10.319	-	-	NNAJ.FUN_027556	LEYZ1.DN22834_c1_g1_i1.p1	LIOC1.DN27139_c0_g4_i1.p1	COCO1.DN9835_c1_g1_i3.p1	-	-	-	-	TMUC1.DN5841_c0_g1_i1.p1	-	NROB1.DN254_c1_g1_i7.p1	LLON.gene_ENSLLNG00015012645	PMAX.gene-LOC117322970	SNUD1.DN4443_c0_g1_i41.p1	-	OXIA1.DN22132_c0_g1_i14.p1	AVIR1.DN3112_c0_g2_i4.p1	SYGR1.DN4029_c0_g1_i23.p1	HINV1.DN10981_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00086471_71	LROB1.DN27995_c0_g1_i1.p1	-	-	-	-	-	NNAJ.FUN_015484	-	-	-	-	-	HMED1.DN41211_c0_g1_i1.p1	-	-	-	NROB1.DN9528_c0_g1_i2.p1	-	-	-	-	OXIA1.DN67648_c0_g1_i1.p1	-	SYGR1.DN16175_c1_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	MPIT1.DN115233_c0_g1_i1.p1	MMIN1.DN66555_c0_g1_i1.p1	-
HOG00044736_64	-	-	-	-	-	-	-	-	-	COCO1.DN4985_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HINV1.DN5043_c0_g1_i4.p1	PMEY1.DN996_c0_g1_i19.p1	-	-	-	ECRY.ECRY_007366	-	-	-	-	-	-	-
HOG00053031_66	-	-	-	-	-	-	-	-	-	COCO1.DN6866_c0_g1_i2.p1	-	-	-	SBEN.Sbene_G12390	TMUC1.DN39055_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	PVOL1.DN14314_c0_g2_i1.p1	-	-	-	PELO1.DN25246_c0_g1_i1.p1	-	-	-	-
